4462,44,48,لا يوجد تفسير لهذه الآية,ثم صبُّوا فوق رأس هذا الأثيم الماء الذي تناهت شدة حرارته، فلا يفارقه العذاب.,ثم صبوا فوق رأسه من عذاب الحميم
4478,45,5,لا يوجد تفسير لهذه الآية,وفي اختلاف الليل والنار وتعاقبهما عليكم وما أنزل الله من السماء من مطر، فأحيا به الأرض بعد يُبْسها، فاهتزت بالنبات والزرع، وفي تصريف الرياح لكم من جميع الجهات وتصريفها لمنافعكم، أدلةٌ وحججٌ لقوم يعقلون عن الله حججه وأدلته.,واختلاف الليل والنهار وما أنزل الله من السماء من رزق فأحيا به الأرض بعد موتها وتصريف الرياح آيات لقوم يعقلون
4481,45,8,لا يوجد تفسير لهذه الآية,يسمع آيات كتاب الله تُقْرأ عليه، ثم يتمادى في كفره متعاليًا في نفسه عن الانقياد لله ورسوله، كأنه لم يسمع ما تُلي عليه من آيات الله، فبشر -أيها الرسول- هذا الأفاك الأثيم بعذاب مؤلم موجع في نار جهنم يوم القيامة.,يسمع آيات الله تتلى عليه ثم يصر مستكبرا كأن لم يسمعها فبشره بعذاب أليم
4482,45,9,لا يوجد تفسير لهذه الآية,وإذا علم هذا الأفاك الأثيم من آياتا شيئًا اتخذها هزوًا وسُخْرية، أولئك لهم عذاب يهينهم، ويخزيهم يوم القيامة؛ جزاء استهزائهم بالقرآن.,وإذا علم من آياتنا شيئا اتخذها هزوا أولئك لهم عذاب مهين
4673,50,43,لا يوجد تفسير لهذه الآية,إنَّا نحن نحيي الخلق ونميتهم في الدنيا، وإلينا مصيرهم جميعًا يوم القيامة للحساب والجزاء، يوم تتصدع الأرض عن الموتى المقبورين بها، فيخرجون مسرعين إلى الداعي، ذلك الجمع في موقف الحساب علينا سهل يسير.,إنا نحن نحيي ونميت وإلينا المصير
4680,51,5,لا يوجد تفسير لهذه الآية,أقسم الله تعالى بالرياح المثيرات للتراب، فالسحب الحاملات ثقلا عظيمًا من الماء، فالسفن التي تجري في البحار جريًا ذا يسر وسهولة، فالملائكة التي تُقَسِّم أمر الله في خلقه. إن الذي توعدون به- أيها الناس- من البعث والحساب لكائن حق يقين، وإن الحساب والثواب على الأعمال لكائن لا محالة.,إنما توعدون لصادق
4681,51,6,لا يوجد تفسير لهذه الآية,أقسم الله تعالى بالرياح المثيرات للتراب، فالسحب الحاملات ثقلا عظيمًا من الماء، فالسفن التي تجري في البحار جريًا ذا يسر وسهولة، فالملائكة التي تُقَسِّم أمر الله في خلقه. إن الذي توعدون به- أيها الناس- من البعث والحساب لكائن حق يقين، وإن الحساب والثواب على الأعمال لكائن لا محالة.,وإن الدين لواقع
4796,53,12,لا يوجد تفسير لهذه الآية,أتُكذِّبون محمدًا صلى الله عليه وسلم، فتجادلونه على ما يراه ويشاهده من آيات ربه؟ ولقد رأى محمد صلى الله عليه وسلم جبريل على صورته الحقيقية مرة أخرى عند سدرة المنتهى- شجرة نَبْق- وهي في السماء السابعة، ينتهي إليها ما يُعْرَج به من الأرض، وينتهي إليها ما يُهْبَط به من فوقها، عندها جنة المأوى التي وُعِد بها المتقون. إذ يغشى السدرة من أمر الله شيء عظيم، لا يعلم وصفه إلا الله عز وجل. وكان النبي صلى الله عليه وسلم على صفة عظيمة من الثبات والطاعة، فما مال بصره يمينًا ولا شمالا ولا جاوز ما أُمِر برؤيته. لقد رأى محمد صلى الله عليه وسلم ليلة المعراج من آيات ربه الكبرى الدالة على قدرة الله وعظمته من الجنة والنار وغير ذلك.,أفتمارونه على ما يرى
4881,54,35,لا يوجد تفسير لهذه الآية,إنا أرسلنا عليهم حجارةً إلا آل لوط، نجَّيناهم من العذاب في آخر الليل، نعمة من عندنا عليهم، كما أثبنا لوطًا وآله وأنعمنا عليهم، فأنجيناهم مِن عذابنا، نُثيب مَن آمن بنا وشكرنا.,نعمة من عندنا كذلك نجزي من شكر
4883,54,37,لا يوجد تفسير لهذه الآية,ولقد طلبوا منه أن يفعلوا الفاحشة بضيوفه من الملائكة، فطمسنا أعينهم فلم يُبصروا شيئًا، فقيل لهم: ذوقوا عذابي وإنذاري الذي أنذركم به لوط عليه السلام.,ولقد راودوه عن ضيفه فطمسنا أعينهم فذوقوا عذابي ونذر
4885,54,39,لا يوجد تفسير لهذه الآية,ولقد جاءهم وقت الصباح عذاب دائم استقر فيهم حتى يُفضي بهم إلى عذاب الآخرة، وذلك العذاب هو رجمهم بالحجارة وقلب قُراهم وجعل أعلاها أسفلها، فقيل لهم: ذوقوا عذابي الذي أنزلته بكم؛ لكفركم وتكذيبكم، وإنذاري الذي أنذركم به لوط عليه السلام.,فذوقوا عذابي ونذر
4923,55,22,لا يوجد تفسير لهذه الآية,يخرج من البحرين بقدرة الله اللؤلؤ والمَرْجان.,يخرج منهما اللؤلؤ والمرجان
5113,58,9,لا يوجد تفسير لهذه الآية,يا أيها الذين صدَّقوا الله ورسوله وعملوا بشرعه، إذا تحدثتم فيما بينكم سرًا، فلا تتحدثوا بما فيه إثم من القول، أو بما هو عدوان على غيركم، أو مخالفة لأمر الرسول، وتحدثوا بما فيه خير وطاعة وإحسان، وخافوا الله بامتثالكم أوامره واجتنابكم نواهيه، فإليه وحده مرجعكم بجميع أعمالكم وأقوالكم التي أحصاها عليكم، وسيجازيكم بها.,ياأيها الذين آمنوا إذا تناجيتم فلا تتناجوا بالإثم والعدوان ومعصية الرسول وتناجوا بالبر والتقوى واتقوا الله الذي إليه تحشرون
5214,64,15,لا يوجد تفسير لهذه الآية,ما أموالكم ولا أولادكم إلا بلاء واختبار لكم. والله عنده ثواب عظيم لمن آثر طاعته على طاعة غيره، وأدَّى حق الله في ماله.,إنما أموالكم وأولادكم فتنة والله عنده أجر عظيم
5312,68,41,"",سل المشركين -أيها الرسول-: أيهم بذلك الحكم كفيل وضامن بأن يكون له ذلك؟ أم لهم آلهة تكفُل لهم ما يقولون، وتعينهم على إدراك ما طلبوا، فليأتوا بها إن كانوا صادقين في دعواهم؟,أم لهم شركاء فليأتوا بشركائهم إن كانوا صادقين
5338,69,15,لا يوجد تفسير لهذه الآية,"فإذا نفخ المَلَك في ""القرن"" نفخة واحدة، وهي النفخة الأولى التي يكون عندها هلاك العالم، ورُفعت الأرض والجبال عن أماكنها فكُسِّرتا، ودُقَّتا دقة واحدة. ففي ذلك الحين قامت القيامة، وانصدعت السماء، فهي يومئذ ضعيفة مسترخية، لا تماسُك فيها ولا صلابة، والملائكة على جوانبها وأطرافها، ويحمل عرش ربك فوقهم يوم القيامة ثمانية من الملائكة العظام. في ذلك اليوم تُعرضون على الله- أيها الناس- للحساب والجزاء، لا يخفى عليه شيء من أسراركم.",فيومئذ وقعت الواقعة
5512,74,17,لا يوجد تفسير لهذه الآية,"دعني -أيها الرسول- أنا والذي خلقته في بطن أمه وحيدًا فريدًا لا مال له ولا ولد، وجعلت له مالا مبسوطًا واسعًا وأولادًا حضورًا معه في ""مكة"" لا يغيبون عنه، ويسَّرت له سبل العيش تيسيرًا، ثم يأمُل بعد هذا العطاء أن أزيد له في ماله وولده، وقد كفر بي. ليس الأمر كما يزعم هذا الفاجر الأثيم، لا أزيده على ذلك؛ إنه كان للقرآن وحجج الله على خلقه معاندًا مكذبًا، سأكلفه مشقة من العذاب والإرهاق لا راحة له منها. (والمراد به الوليد بن المغيرة المعاند للحق المبارز لله ولرسوله بالمحاربة، وهذا جزاء كلِّ من عاند الحق ونابذه).",سأرهقه صعودا
5531,74,36,لا يوجد تفسير لهذه الآية,ليس الأمر كما ذكروا من التكذيب للرسول فيما جاء به، أقسم الله سبحانه بالقمر، وبالليل إذ ولى وذهب، وبالصبح إذا أضاء وانكشف. إن النار لإحدى العظائم؛ إنذارًا وتخويفًا للناس، لمن أراد منكم أن يتقرَّب إلى ربه بفعل الطاعات، أو يتأخر بفعل المعاصي.,نذيرا للبشر
5557,75,6,لا يوجد تفسير لهذه الآية,بل ينكر الإنسان البعث، يريد أن يبقى على الفجور فيما يستقبل من أيام عمره، يسأل هذا الكافر مستبعدًا قيام الساعة: متى يكون يوم القيامة؟,يسأل أيان يوم القيامة
5626,77,4,لا يوجد تفسير لهذه الآية,أقسم الله تعالى بالرياح حين تهب متتابعة يقفو بعضها بعضًا، وبالرياح الشديدة الهبوب المهلكة، وبالملائكة الموكلين بالسحب يسوقونها حيث شاء الله، وبالملائكة التي تنزل من عند الله بما يفرق بين الحق والباطل والحلال والحرام، وبالملائكة التي تتلقى الوحي من عند الله وتنزل به على أنبيائه؛ إعذارًا من الله إلى خلقه وإنذارًا منه إليهم؛ لئلا يكون لهم حجة. إن الذي توعدون به مِن أمر يوم القيامة وما فيه من حساب وجزاء لنازلٌ بكم لا محالة.,فالفارقات فرقا
5631,77,9,لا يوجد تفسير لهذه الآية,فإذا النجوم طُمست وذهب ضياؤها، وإذا السماء تصدَّعت، وإذا الجبال تطايرت وتناثرت وصارت هباء تَذْروه الرياح، وإذا الرسل عُيِّن لهم وقت وأجل للفصل بينهم وبين الأمم، يقال: لأيِّ يوم عظيم أخِّرت الرسل؟ أخِّرت ليوم القضاء والفصل بين الخلائق. وما أعلمك -أيها الإنسان- أيُّ شيء هو يوم الفصل وشدته وهوله؟ هلاك عظيم في ذلك اليوم للمكذبين بهذا اليوم الموعود.,وإذا السماء فرجت
5636,77,14,لا يوجد تفسير لهذه الآية,فإذا النجوم طُمست وذهب ضياؤها، وإذا السماء تصدَّعت، وإذا الجبال تطايرت وتناثرت وصارت هباء تَذْروه الرياح، وإذا الرسل عُيِّن لهم وقت وأجل للفصل بينهم وبين الأمم، يقال: لأيِّ يوم عظيم أخِّرت الرسل؟ أخِّرت ليوم القضاء والفصل بين الخلائق. وما أعلمك -أيها الإنسان- أيُّ شيء هو يوم الفصل وشدته وهوله؟ هلاك عظيم في ذلك اليوم للمكذبين بهذا اليوم الموعود.,وما أدراك ما يوم الفصل
5745,79,33,لا يوجد تفسير لهذه الآية,أبَعْثُكم أيها الناس- بعد الموت أشد في تقديركم أم خلق السماء؟ رفعها فوقكم كالبناء، وأعلى سقفها في الهواء لا تفاوت فيها ولا فطور، وأظلم ليلها بغروب شمسها، وأبرز نهارها بشروقها. والأرض بعد خلق السماء بسطها، وأودع فيها منافعها، وفجَّر فيها عيون الماء، وأنبت فيها ما يُرعى من النباتات، وأثبت فيها الجبال أوتادًا لها. خلق سبحانه كل هذه النعم منفعة لكم ولأنعامكم. (إن إعادة خلقكم يوم القيامة أهون على الله من خلق هذه الأشياء، وكله على الله هين يسير).,متاعا لكم ولأنعامكم
5758,79,46,لا يوجد تفسير لهذه الآية,يسألك المشركون أيها الرسول- استخفافا- عن وقت حلول الساعة التي تتوعدهم بها. لستَ في شيء مِن علمها، بل مرد ذلك إلى الله عز وجل، وإنما شأنك في أمر الساعة أن تحذر منها مَن يخافها. كأنهم يوم يرون قيام الساعة لم يلبثوا في الحياة الدنيا؛ لهول الساعة إلا ما بين الظهر إلى غروب الشمس، أو ما بين طلوع الشمس إلى نصف النهار.,كأنهم يوم يرونها لم يلبثوا إلا عشية أو ضحاها
5841,82,12,لا يوجد تفسير لهذه الآية,ليس الأمر كما تقولون من أنكم في عبادتكم غير الله مُحِقون، بل تكذِّبون بيوم الحساب والجزاء. وإن عليكم لملائكة رقباء كراما على الله كاتبين لما وُكِّلوا بإحصائه، لا يفوتهم من أعمالكم وأسراركم شيء، يعلمون ما تفعلون من خير أو شر.,يعلمون ما تفعلون
5868,83,20,لا يوجد تفسير هذه الآية,حقا إن كتاب الأبرار -وهم المتقون- لفي المراتب العالية في الجنة. وما أدراك -أيها الرسول- ما هذه المراتب العالية؟ كتاب الأبرار مكتوب مفروغ منه، لا يزاد فيه ولا يُنقص، يَطَّلِع عليه المقربون من ملائكة كل سماء.,كتاب مرقوم
